,text,href
35,"А ВЫ ЗАМЕЧАЛИ КАКИЕ ЛЮДИ КОТОРЫЕ СЛУШАЮТ МУЗЫКУ «НЕ ДЛЯ ВСЕХ» ЕБАНУТЫЕ?

Знаете думаю, каждый встречал выблядка, который слушает тяжелый рок или какую то парашу для ебланов хуесосов безмамных сынов мусорного ведра в духе кишлака и считает себя пиздец каким одаренным и отличающимся от других. Эти ебланы еще сосало такое загадочно одухотворенное делают и на всех смотрят в духе мде эта чернь слушает нормис музыку...ясно...И да отчасти я был неправ когда назвал кишлака или тяжелую ебанину - музыкой конечно конечно очевидно это высер. но о вкусах не спорят я просто хотел сказать что если вам нравится не такая музыка как всем не стоит лишь из за этого смотреть на остальных как на мусор в моих глазах вы все мусор а я самый ахуенный",https://vk.com/wall-176411259_141994
36,"КАК ЖЕ ЗАЕБАЛ ЕБАНЫЙ ВЫБЛЯДЫШНЫЙ РЭП ВО ВСЕХ ЕГО ПРОЯВЛЕНИЯХ 
 
Рэп - это говно, хуета, беспонтовая залупа для быдла и биомусора. Слушать рэп - детект биомусора или тупой АУЕ школоты. Серьезно, вы хоть раз в жизни видели нормального человека слушающего рэп? Нет я не про тех кто какие-то отдельные понравившиеся треки слушает, а те кто слушают онли 24/7 только его. 
 
Господи, да мне похуй что о вкусах не спорят. Я просто знаю что РЭП это говно в которое может вкатится любой быдлан обкурившись синтетической китайской наркоты и облював себя в санном обоссаном подъезде. Рэп это не стихи и не музыка. Рэп это просто говно, которое создали африканские черножопые обезьяны с интеллектом меньше 70. Ведь в рэпе есть только обоссаная читка про говно, наркоту и потреблядский шмот и прочее дерьмо. Там не нужны инструменты, не нужен талант, не нужен голос. Просто плювать в микрофон и хороший пиар. 
 
Окей, рэп да. Но как можно слушать обоссаный РУССКИЙ РЭП? Сука, идешь по улице, а там ебаные малолетки в дорогой одежде с колонкой слушают свой обоссаный русский рэп. Откуда такая популярность у рэпа? Каждый третий обсос слушает рэп. Ведь в нем нет ничего умного или замысловатого. Блять, рэп это недомузыка для потреблядей и уёбков обоссаных. 
 
Рэп ошибка человечества. Проект ебанных жидов по развалу мира.",https://vk.com/wall-176411259_141672
37,"Сап, двач. Я занимаюсь экстремальным спортом. В том плане, что ем шаурму во всяких сомнительных местах - на вокзале, на окраинах всяких спальных районов, в заведениях, которые только открылись и тд. Есть новые места, которые я стараюсь проверять сразу же, но также и присутствуют матерые, старые шаурмечные, попортившие не один желудок и до меня. И вот стояла одна такая пару лет недалеко от моего дома. Она выглядела настолько устрашающе, что даже мне было страшно - изрисованный свастиками и матами павильон от овощнухи, где раньше продавали насвай, внутри которого ободранный диван, обитые грубой фанерой стены, рои мух и абсолютно не говорящий по-русски кассир, работающий без перчаток. Сколько я не ходил мимо нее - ни разу не видел клиентов, что меня и пугало больше всего. На яндекс картах у этого заведения 15 отзывов и все - 1 звезда без какого-либо пояснения. И вот сегодня я решился.
Вышел погулять с собакой, походил по району и пошел за шауромй. Когда я зашел, там не было ни клиентов ни кассира и ни единого звука. Я постоял пару минут, потом позвал и он пришел. Карикатурного вида среднеазиат, от которого пиздецки воняло сигами. Я уже начал передумывать, но все-таки сделал заказ - шаурма мега с говядиной. Приготовил он довольно быстро, я зашел за банкой монстра и понес эту хуету домой.
Когда я сел за стол и развернул пакет, я сразу ахуел от того, что она была горелая. Никогда в жизни не видел горелую шаурму - как ее вообще можно сжечь? Ну да ладно. Я укусил пару раз и сразу захотел ее выбросить. Анон, ничего хуже я в жизни не ел - капуста там была консервированная, огурцы маринованные, а помидоры пиздец перемороженные. Соуса не чувствовалось вообще - его заменял какой-то прозрачный безвкусный бульон.
Ну и конечно ""говядина"". Я ел говядину миллион раз - это был не ее вкус, даже по виду не напоминало, еще и отдавала каким-то животным, типо как в загоне со скотиной пахнет, только я чувствовал это на вкус. Я все же ее доел и уже окончательно убедился, что это не только не говядина, но и вообще не мясо тех животных, которых люди привыкли есть. Я еще когда заказывал заметил, что на кухне не было этого вертеля с огромным куском мяса. Откуда же этот пидорас берет это мясо? Оно было таким ужасным, будто он прямо только что кошку заебашил и зажарил.
С этого момента прошло уже 6 с лишним часов и я чувствую, что чето в животе не так - пускаю пердежи, которые воняют тухлыми яйцами и гнильцой, жоские отрыжки с привкусом сероводорода во рту и общее ощущение бурления в желудке. Срать я пока не хочу, но боюсь, что расхуярю унитаз жопной тягой.
Эта шава оказалась слишком экстремальной для меня, даже на автовокзале в рабочем районе, где конечная у автобусов и химический завод по соседству шаурма была лучше. Короче, если вдруг вы захотите пожрать в каком-нибудь не внушающем доверия месте, то, пожалуйста, вспомните этот пост кажется для меня это конец..",https://vk.com/wall-176411259_141592
38,будем честны нет ничего ущербнее и позорнее чем телки которые в надежде получить внимание мальчиков занимаются какой то откровенной поеботой или делают то что на самом деле им не нравится ну вот эти лицемерные шлюшки которые хуярят в доту но даже не могут крипа добить за сфа в плейлисте песенки сереги пирата на плече шопер какой нибудь анимэшный(я не имею ничего против если вы реально тащитесь этими вещами) голосок своей выдавливает в конфочках сидят различных но сами выблевывают хуйню в духе аряя как же миня заебали эти нормис тянки 😡😡 вот бы себе лампового дед инсайдика с которым можно будет сходить на концерт шадоурейза 🥰🥰 боже блять такое позорище просто нассыте себе в рот уебанки настоящая женщина с которой реально хочется быть должна пиздить тебя плеткой заставлять лизать свою пизду в любое время дня и хуярить ботинком по голове любой телке которая случайно на тебя посмотрела. я все сказал.,https://vk.com/wall-176411259_141294
39,"Валентин Нулифэр всегда был чем-то вроде аутсайдера. Он вырос в маленьком городке в глуши и никогда не ладил с другими детьми. Он всегда был немного другим, немного странным. 
 
Но затем произошло нечто удивительное. Валентин открыл для себя Интернет, и вдруг он нашел место, где ему самое место. Он начал писать посты, рассказывая о своей жизни и борьбе с зависимостью. Он был грубым, честным и ранимым, и люди любили его за это. Он стал интернет-сенсацией с фанатами по всему миру. 
 
Сначала все было так захватывающе. Валентин наконец-то зажил той жизнью, о которой всегда мечтал, и чувствовал, что реально меняет мир. Но время шло, все начало меняться. Валентин начал чувствовать давление своей славы и начал употреблять наркотики и алкоголь, чтобы справиться с этим. 
 
Сначала это было всего лишь несколько напитков здесь и там. Но вскоре Валентин полностью зависел от алкоголя. Без него он не мог функционировать. Его посты стали более беспорядочными и непредсказуемыми, и его фанаты начали беспокоиться. 
 
Несмотря на свою зависимость, Валентин отказался прекращать свою интернет-деятельность. Он чувствовал, что это его долг перед фанатами — продолжать делиться своей историей с миром. Но по мере того, как его зависимость усиливалась, ему становилось все труднее и труднее поддерживать свой имидж образца для подражания. 
 
И вот однажды Валентина нашли мертвым в его квартире. Он РОСКОМНАДЗОР на потолочном вентиляторе. Его поклонники были опустошены, а Интернет был заполнен данью памяти и памятниками молодому человеку, который коснулся стольких жизней. 
 
В конце концов зависимость Валентина поглотила его. Он не смог вырваться из тисков алкоголя, и это стоило ему всего. Но даже после смерти его наследие жило. Его пасты про говно продолжали вдохновлять и помогать людям, которые боролись с зависимостью, а его история служила предостережением для тех, кто мог пойти по тому же пути.",https://vk.com/wall-176411259_141052
40,"ой бля))) как же меня ебет когда скуфы хейтят моргена или прочих ебланов потому что они видите ли высирает ртом какую то хуйню или их негодование по поводу современной молодежи сука закостенелые выблядки фанатели от забугорных спидозных наркоманов пидорасов в духе фреди меркури или ничем не лучше представителей отечественной эстрады аля дохлого шатунова или ебанутой подстилкой пугачихи в чем вообще разница между каким нибудь ласковым маем и моргенштерном(разница в том что одни были ебанутыми за кадром, другой на всеобщем обозрении, одни пели не свои песни, другой поет не под свои биты) я понял главное когда старые хуесосы учат жизни и говорят как надо жить нужно сказать следующее старина иди нахуй я проживу свою жизнь сам нет ничего хуже делать то что не хочешь, а потом жалеть что под чужим влиянием делал какую-то поеботу",https://vk.com/wall-176411259_140863
41,"Привет. Я хочу рассказать вам, как я начала встречаться с редановцем. В одну прекрасную субботу, в конце весны у нас на физтехе (да, я такая дура, что пошла учиться на физика, ещё и на кафедру теоретической физики) объявили, что мы все должны поехать в какой-то колхоз сажать картошку. Никто не был обрадован, но всем пришлось ехать. На уборке картошки я впервые заметила Его. Мне всегда нравились худые, молчаливые парни, которые с презрением смотрят на всё. Он держался отдельно от всех, бормотал себе под нос, как заклинание, слово ""быдло"", и искоса глядел на собравшихся. Я понимала, что такой парень не подойдет первым, особенно учитывая мою внешность. В свои 20 я выгляжу максимум на 14, на четверть я японка со всем вытекающим косоглазием. Нам всем раздали разный сельхоз-инвентарь, мол ""работайте, детки"". Моему герою не досталось, да он и не рвался получить в руку грабли. Я решила, что пора действовать. Я подошла к нему со спины и громко сказала: -Я вижу, у тебя нет тяпки. Если хочешь, возьми мою, а я себе другую найду. Когда он повернулся, я испугалась. Вначале он таращился на меня так, будто я первая девушка, которая заговорила с ним за всю его жизнь. Потом его взгляд стал подозрительным, он начал поглядывать по сторонам наверное, боялся, что кто-то увидит (естественно, никого не было - мне не хотелось быть посланной при одногруппниках). На его лице отразилась какая-то внутренняя борьба, после чего он пробормотал что-то вроде ""Тяпки не нужны"" и убежал куда-то вперед. Это было фиаско, я еле сдержалась, чтобы не заплакать. После того, как сельхозработы закончились, и мы вернулись в город, прошло несколько дней. И однажды, когда я возвращалась с пар домой, я заметила знакомую немытую голову. Случайно натолкнуться на него и уронить сумку, разбросав при этом тетради было делом техники. Несмотря на то, что очевидной виновницей проишествия была я, он пробормотал: -Извини, я нечаянно, я помогу... И начал собирать тетради. Делал он это очень неуклюже, наверное, волновался. Потом - моя улыбка, на которую он ответил чуть ли не испугом (надо сказать, это на экране все гладко, в жизни я впервые пыталась понравиться мальчику, и это было ужасно страшно, наверное, улыбка была кривая, он и испугался), я предложила выпить кофе у ближайшего хач-ларька. Он смог только кивнуть. Он подошел к ларьку, и пробормотал -Один(грамотный!) кофе, пожалуйста, - зыркнул на меня, ""повис"" секунд на 5 и добавил: -И ещё один кофе. Сейчас, конечно, я могу написать красивое ""Мы пили кофе, и болтали о жизни"". Болтала я, а он бормотал что-то невразумительное, иногда кивал, иногда мотал головой. Кое-как мне удалось из него выудить, что он учится в том же ВУЗе, что и я, но на математика, живет с мамой, работает в ""Бургер кинг"" и ""вконтакте"" его нет. Когда я сказала, что меня там тоже нет, он аж посветлел как-то. В конце разговора, когда стаканчики с кофе были безнадежно пусты, а на мое ""давай теперь я тебя угощу"" он энергично замотал головой, я предложила ему записать мой номер телефона, потому что теперь я должна ему кофе (меня так учили мои более продвинутые подружки. Наверное, это выглядело смешнее забитого ботаника, который строит из себя мачо). Он записал, буркнул ""пока"" и ушел. Он мне определенно нравился. -Как тебя зовут? - крикнула я ему в след. Он повернулся и, как обычно, ""завис"" секунд на 10. После чего попытался принять драматическую позу и продекламировал (не сказал, именно - продекламировал) -Имя мне - Легион! ""Сатанист"", - подумала я. продолжу 
 
Как ни странно, через два дня он позвонил. Было это примерно так: -Привет. -Привет! (естественно, я узнала его голос) Молчание. -Ты гулять хочешь? -Ну, сейчас вообще-то половина первого ночи, но завтра я свободна после пар, они в полтретьего заканчиваются... Клацанье клавиатуры, щелчки мышки. Какое-то бормотание, что-то вроде ""Где этот (тренд? бред?)"" где-то минуту. Потом сопение несколько секунд, и убойная фраза на одном дыхании: -Нутогдазавтраувидимсяяпозвонюпростичтотакпозднопростонадневном...тольконочной...ээээээ И гудки. Что ж, в оправдание своим чувствам могу точно сказать, что он ""не такой как все"". В час дня, на паре по теории поля раздался звонок. Согнувшись в три погибели под партой я шептала: -Подходи к трем к моему корпусу и слышала в ответ: -Что? Не слышу...а, ладно, подойду. Преподаватель задержал, поэтому весь макияж и переодевание пришлось осуществлять в женском туалете за 10 минут. Поверьте, это непросто. Когда я вышла, я очень удивилась. Во-первых, Он вымыл голову, и, вроде бы, даже побывал в руках какого-то парикмахера-практиканта. Во-вторых, оказалось, что кроме драных и грязных джинсов у него есть не драные и почти чистые брюки (мама на выпускной купила - пронеслась мысль). Кроме того, мой герой держал в руках 3 розы - правда, держал их так, как наши уборщицы держат швабру. -Привет, ты очень хорошо выглядишь, как дела, пойдем прогуляемся, хочешь мороженого? Я опешила. Мой Легион заметно нервничал, но мое волнение от этого не уменьшалось. -Спасибо...пойдем. Тут он догадался протянуть мне розы. Мне было очень приятно, и притворяться не пришлось: -Спасибо, очень красивые цветы, они мне очень нравятся, обычно парни не догадываются... Пока я несла подобный бред, он буркнул себе под нос что-то вроде ""Спасибо, Антон"". Наверное, его Антон - что-то вроде моей Кати - искушенный в половых вопросах человек. -Пойдем гулять, - решительно сказал он и двинулся от университета. Немного обидела такая реакция на мои комплименты его цветам, но потом я подумала, что он просто скрывает свои эмоции, пытается быть мужиком. Я догнала его и, все ещё под воздействием эндорфинов, перехватила цветы в левую руку, а правой взяла его за руку. У него была улыбка, как будто Дженифер Лопес предложила ему своё тело. Он вцепился своей клешней в мою руку, и до конца прогулки не отпускал (держать мороженое той же рукой, в которой зажаты колючие розы - не самое лучшее занятие). Я опять пыталась его разговорить: -Чем ты увлекаешься? -Ну, это, я анимеfuck (Что??? Я, конечно, слышала и даже пару раз смотрела хентай, но так в открытую об этом говорить...) -А меня зовут Мария. Можно просто Маша, ну или Маня... Все-таки он псих. При слове ""Маня"" он сначала оскалился в улыбке, зарычал что-то вроде ""Ы-ы-ы"", потом смешался, пробормотал: ""прости, яобосрался"". Я заставила себя улыбнуться в ответ и сказала первое, что пришло в голову: -Но ведь мы не играли, Легион. Он опять изменился в лице (точно сатанист). Остановился, пристально посмотрел на меня и пробормотал какое-то заклинание: -ДВАЧУ ЕШЬ КАПЧУ! При этом он ждал от меня какого-то ответа, судя по всему. Все, что я смогла сделать - пискнуть -А вон мороженое, пойдем, перекусим? С этого момента он хитро поглядывал на меня. Пока мы ели мороженое, он спрашивал, была ли я в Сомали, жаловался, что стоит лавочка, а он хотел бы два стула, говорил о каких-то толстых троллях (нет, не сатанист. Видимо, игроман.) В целом, свидание прошло удачно. Я даже была готова ответить на его поцелуй, когда он проводил меня к дому, но, прощаясь, он, как обычно, завис на несколько секунд, а потом клюнул меня в щёку - и отпрянул. Я не отстранялась, но он, судя по всему, был в шоке от всего происходящего и ретировался задом, бормоча при этом ""Антон не поверит"", и, совсем непотребное ""Онанизм не прощаю, онанизм не забываю"". Но, несмотря на это, я была рада хорошей прогулке с парнем, который мне нравится. Ребята, он зовет меня погулять, говорит про какую-то побитую шлюху. Я думаю, к 10-11 вернусь",https://vk.com/wall-176411259_140713
42,"Был у меня друг инцел. 
Ну как инцел , он был обычный паренек. Мы дружили втроем Инцел , я и Влад. Все было хорошо мы были достаточно дружны , вместе ходили в секции по кд вместе гуляли. У меня отношения с Владом всегда были чуть лучше ,чем с Инцелом. 
Но все это не могло продолжаться вечно - наступил пубертат. В 7-8 классе мы с Владосом постоянно тусили на турниках и тем самым обрели вполне хорошую физ форму, инцел пытался повторять за нами, но силовые его всегда заметно отставали. Мы крутили трюки с легкостью , а он с трудом делал 10 подтягиваний. Тут и начались первые нотки зависти и злобы, особенно ко мне. Я был из хорошей полной семьи, жил в своем доме, родители имели средний достаток и могли меня нормально одевать и обеспечивать. В то время как инцел жил в 3 комнатной квартире, с семьей типикал пидорашьей : мать разведенка с двумя детьми , отчим бухарик , который работает на заводе и периодически пиздит их всех. Жили они все, мать, отчим, инцел и его старшая сестра в одной комнате, поскольку две другие сдавали цыганам , алкашам и прочему скаму. Инцел с сестрой жили за шкафом. Сестра была его старше на 2 года и она была очень ебабельной, у меня даже есть предположение , что он люто на нее надрачивал. Также немаловажно, что у нас Владосом была довольно неплохая внешка, в то время как Инцела стригли 0.5 оставляя челочку + его ебальник был в прыщах по кд. 
Вероятно нотки зависти наступили уже тогда , он завидовал внешности , харизме, уму, достатку и всему прочему. 
К 8 классу мы уже активно общались с тянками и частенько гуляли с ними, естесна они больше смотрели на нас с Владосом нежели на сабжа. 
И вот как то раз мы с 2 топ тянучками из нашего класса договорились пойти ко мне домой , посидеть, колу попить, видосу посмотреть и тд. Все собрались возле школы после уроков, и тут прибегает ИНЦЕЛ. Мы ему говорим , что вот мол пошли мы с тянками ко мне тусоваться, такие дела , мол. Как бы намекая , шо с собой мы его не берем, он что то пробубнил что ему попути и надо зайти в магаз. Окей пошли мы впятером через КБ ко мне домой, специально, делая нехуевый токой крюк ради колы чипсов и прочего джанк фуда, ибо в частном секторе нихуя магазов нет. Идем мы и немного кринжуем с его присутсвия , у него всегда была крайне хуево с юмором , но шутить он пытался до последнего. И вот наконец мы доходим до магазина, покупаем что надо. Выходим, и этот чудик не собирается прощаться. Идет за нами дальше, ему вообще не по пути. Мы ему начинаем намекать по дебильному ""лимит окончен"" , ""вы перегружены и не можете идти"" и тд. И тут он вдруг все понимает, у него бледнеет ебало и он буквально ощеломлен происходящим, ОН ПОНЯЛ , что мы 2 парня идем с двумя тянучками ко мне и его не берем. Его лицо надо было видеть. Он за секунды перешел от ступора до ненависти к нам и жалобности к себе. И он просто развернулся и пошел домой, не попращавшись. Мы выдохнули и поржали над ситуацией, но его ебальник не выходит из моей головы до сих пор. Да мы в целом в тот день классно провели время. Каждый взял тян и уеденился в комнатах и целовались с ними и впервые лаапали сиськи, но осадочек от того дня преследует меня до сих пор. 
Тот иинцел к 9 классу (школа была до 9) стал меня чуть ли не в открытую ненавидеть, он все еще общался с нами, был в тусовке, но со мной отдельно он не гулял и особо не общался. К концу 9 мы с Владосом уже в открытую тискали тянок из нашего класса и они были все при нас, в то время как инцел был на подсосе и ему изредка перепадли знаки внимания от тянок, и то только потому что он в тусовке. 
Я закончил 9 , был ведущем на выпускном вечере и больше не общался с ИНЦЕЛОМ. Все кто его видели после говорили , что он пиздец как хуево выглядит, худой , весь в прыщах, и до сих пор живет с родителя, вроде как закончил ПТУ и работает на дно работе и постит пасты про говно и хуевые мемы. Также я его немного чморил в 9 за то что он анимешник.",https://vk.com/wall-176411259_140579
43,"⚡Наступление на Сватовском направлении ЧВК ""РЕДАН"": кадры атаки танков ""ТОКИЙСКИЙ""

▪Как рассказывают забивные пленные оффники и Магомеды, больше всего они боятся танков. Бронированный монстр🕷 очень точно стреляет в спину, так из подтяжка с огневых позиций в АШАНе и Finn Flare. Плюсом ко всему у танка очень быстрый ход, который позволяет быстро сменить позицию после выстрелов.
▪На одном из участков Авиапаровского фронта на подступах к ВкусВиллу отряд пауков тотально обосрался от вида спортиков и магомедов, отступили оставив все снаряжение. 
▪Снарядов для РСЗП(реактивная система залпового парения) «Подик» осталось буквально на пару тяжек, солдатам пришлось перейти с новейшего «Аегис» на устаревшие «Ашкудишка» и «Айкос»",https://vk.com/wall-176411259_140295
44,"Ох, Анон, все ваши истории про обсирающих весь дом до потолка бабок это ещё ЦВЕТОЧКИ, блять.

Моя вот совсем-совсем поехала. Представьте ситуацию - спишь ты себе сладенько в кроватке, потягиваешься, ни о чём не думаешь и тут в твой нос врывается просто адовейший запах самого отборного на свете говна. Как в фильмах - ты, со звоном стекла, открываешь глаза и твои зрачки расширяются. И ты уже знаешь, что случилось. Да-да, знаешь. В соседней комнате, которую уже трудно назвать гостиной, в этот ""дивный"" утренний час сидит ЭТо - бабка в центре комнаты. И что же ты думаешь она делает? Нет, она не срётся, не ссытся, не обблёвывает всё вокруг, нет. Она просто-напросто гадит себе в руку, а потом метко разбрасывает говно по комнате, стараясь попасть в стены. Вот что может двигать человеком, если он делает такое?

И причём шлепки говна, разлетающегося по комнате, отчётливо слышны. Блять, сраная говномётчица. обсираясь себе в ладонь и раскидывая говно по гостинной, но по видимому ей это очень доставляет, ибо она улыбается, смеётся, поёт песенку про Зелёного Слоника и делает много прелестных вещей. Причём сидит не на полу, а именно на диване, который тоже уже диваном трудно назвать, ибо отмыть от запаха говна и мочи его уже просто невозможно, кроме как расщепить его на атомы, а потом собрать по новой. Часто она смотри на открытый шкаф, округляет глаза и в ужасе начинает орать ""ТАМ СОТОНА! ОН СМОТРИТ НА МЕННЯ СПАСИТЕ ПАМАГИТЕ!1"", а потом закидывает этот самый шкаф какашками.

И так может продолжаться часами, ведь говна в этой старой кляче будь здоров - как в Илье Муромце, который ест за четверых, а срёт за десятерых.

Потом начинается вообще самый ""шик"" - эта старая выгребная яма начинает ходить по комнате и делать одно и тоже, как и делает каждый день, - говорить, охая и ахая, что стыки в обоях разошлись и их нужно проклеить. И вот - она, вооружившись своими говняными ручищами, начинает рыться в кладовке, попутно обмазывая всё толстым слоям говна, пытаясь найти клей. И при этом она всегда возмущается из-за то того, что видите ли нет нормального советского клея, а только современное говно, которое ""нихуя не клеит"". Я, естественно, спрятал весь клей, а в пустые баночки из под клея налил обычной воды, чтобы бабка не залила всю квартиру этим самым клеем. И не думай, мой дорого Анон, что её можно отвлечь, заговорить, уложить спать - нет. Хуй там. Пока эта старая говновозка не сделает то, что вложено в её поехавшую программу, она не успокоится. А если попытаешься остановить, то ещё и руки пообломает, т.к сильная абсолютно не по возрасту.

Потом она возвращается в комнату, размазывая говно и мочу (иногда идёт и прям на ходу ссыт под себя) по полу и начинает ""клеить"", стараясь делать до ужаса умное лицо, будто, как в молодости, разрабатывает оружие возмездия для капиталистов. Естественно, что все обои промокли от воды, смешанной с говном от её рук. И знаешь, Анон, слава б-гу и кому угодно, что она не прям говном зашпаклёвывает эти ебучие стыки. Во время ""проклеивания"" она то и дело подходит к выключателю и включает свет, потом выключает, потом опять включает.

И самое мерзкое, что эта старуха считает, что любое моё действие, направленное на неё, это попытка ей навредить. Если встать раньше и попытаться прервать процесс разбрасывания говна, то она НАЗЛО, блядь, усрётся прямо в моих руках и сделает это с таким гордым видом, будто самого Гитлера убила самолично. И не дай б-г нарваться на её гнев, ибо она сначала всё засрёт, обоссыт, а потом ещё и ментов вызовет, которые начнут с грозным видом кудахтать о том, что ""бедной бабушке плохо, а я такой ужасный ирод и не могу прибраться за бабушкой"". Ага, блядь, попробуй уберись, когда старая шлюха обсирает всё до потолка, когда начинаешь по её мнению вторгаться в её жизнь.

И ведь мстит, сука. Лезет в шкафы - измазывает одежду говном. Потом размазывает говно по ванной, зубным щёткам, мылу, полам, стенам. Все шкафы держу на замке. Бабку травить боюсь, ибо менты не раз приходили и специально назло мне 33 раза проверят её сраное тело на наличие ядов. На сгущёнку садиться не хочу. Не знаю, что делать",https://vk.com/wall-176411259_139657
45,"Это случилось прошлой зимой на моем третьем курсе ебучего политеха. Этот понедельник должен был стать одним из самых запоминающихся дней, если не всей жизни, то точно последних нескольких лет. Дело в том, что я в воскресенье вечером, набравшись смелости по пьяни написал симпатичной мне девушке неожиданно в стихах свое признание. И она так же неожиданно ответила взаимностью. Мы договорились встретиться с ней после пар. Итак, утром я заглушил похмельные стоны желудка литром воды, чашкой чая с сырком и шавермой Богдана с соседнего ларька (вообще он узбек, хуй знает, че его Богданом назвали) и отправился в шарагу. Пары тянулись мучительно медленно, но слава Богу получилось поспать на истории, т.к. преподу было глубоко поебать на учебный процесс. После учебы я и моя потенциальная девушка отправились гулять в ближайший парк. Хочется отметить, что было довольно-таки холодно, но моей спутнице было до пизды, так как в ней было минимум 80 килограмм живого веса, что поделать — я люблю полных. Она оказалась невероятно интересным собеседником, в отличие от быдло-стройняшек, ее интересы не заканчивались на том, как побрить пизду и намалевать ебальник. Она даже оценила пару моих антисемитских и гомофобных шуток, разразившись в гомерическом хохоте, спугнувшем ворон на соседней березе. Ведя неспешную беседу, мы дошли до скамейки и моя спутница села на нее пригласив и меня. Я, конечно, не желая отморозить себя яйца поначалу отказался присесть, но Вероника шутливо слегка потянула меня своей рукой за край куртки, отчего я ебнулся на скамейку и больше не пытался встать. Мы сидели и болтали уже около 5 минут, когда моя прямая кишка без предупреждения исторгла из себя анальную воду, которая моментально впиталась в брюки и дошла до скамейки. Я слегка занервничал. Мой организм и не думал останавливаться — за первой струей последовал следующий залп уже более густой массы, которая начала щипать очко, пришлось даже немного поерзать, размазав говно по трусам, так как щипало довольно неприятно. Меж тем, предприняв нечеловеческое волевое усилие, я не подал виду и продолжил разговор, как ни в чем не бывало. На мое счастье говно не имело резкого запаха, а пахло скорее немного испорченной шаурмой Богдана с легкими нотками тухлых яиц. Мы просидели с ней в таком состоянии еще 15 минут и тут ее аппетит, видимо раздразненный запахом кала-шаурмы, приказал ей пиздовать в ближайшую обрыгаловку. При такой массе подобные приказы никогда не обсуждаются и моя спутница в резкой форме предложила мне сходить перекусить. Я находился в патовой ситуации: с одной стороны в заведении жральни можно зайти в толкан, завершить начатое и кое как подтереть трусы и штаны, к тому же говно, ввиду своей водянистой структуры, подмерзло и не слабо морозило мне яйца, что напрягало меня больше всего; с другой стороны, я прекрасно понимал, что в заведении обдерьмованные штаны подтают и тогда, в тепле, боюсь, что запах говна уже не сойдет за запах шаурмы. Что ж, выбора не оставалось и я поплелся вслед за своей спутницей с трудом шевеля ногами. Едва зайдя в заведение под названием «Шаурма 24» она попросила заказать ей большую с картошкой и удалилась в уборную комнату. Я понимал, что складывается крайне неблагоприятная ситуация. Шаурма все еще не была готова, мое говно подтаяло и вокруг меня постепенно образовалось невидимое облако смрада. Наконец моя мадмуазель вышла и мы вместе стали ожидать заказ. К тому моменту, как его приготовили, нас окружил ореол вони, способный отравить жилой квартал, как минимум. Я, рыдая в душе, с лицом, выражающим искреннее недоумение и возмущение, оглядывался на остальных посетителей шаурмишной, внутренне молясь о том, чтобы моя подруга списала весь запах на бомжа, дожирающего маленькую в сырном лаваше, в своем углу. Она же, похоже, все понимая, потупила взгляд и немного покраснела, вяло и односложно отвечая на мои попытки продолжить диалог. И вот она забрав заказ, тихо обронила: «Поем на улице», — и быстро отправилась в сторону выхода. Я на несколько секунд оказался за ней и мой взгляд привлекло большое мокрое пятно в районе ее задницы — я явно не единственный кто покупал шаурму у дяди Богдана.",https://vk.com/wall-176411259_139598
